Id,SalePrice
1461,107763.47142746078
1462,115187.52528496238
1463,164577.20290224417
1464,189803.20708030812
1465,219998.4445029695
1466,160515.42841299577
1467,194493.7475506321
1468,157127.10247882188
1469,198316.7605937784
1470,115793.52192327112
1471,162151.3813065276
1472,103488.72875226947
1473,90135.56025743193
1474,142226.5188544587
1475,103457.83360459597
1476,350857.73293312354
1477,260931.4978813841
1478,317111.1850720039
1479,316135.3471232274
1480,424712.87801872945
1481,310377.972798975
1482,226927.72639847104
1483,165474.619542745
1484,172181.60717218666
1485,200956.27845068497
1486,195757.71499401936
1487,336736.9155191372
1488,244240.07367583102
1489,192173.1381744205
1490,234240.2482363826
1491,200339.61476278742
1492,83151.0431224624
1493,230534.77523217443
1494,290401.03007475176
1495,277567.4289099405
1496,233588.97255457373
1497,162483.6326893593
1498,170943.54461830377
1499,165109.1927512206
1500,161366.8947537564
1501,191496.7525782524
1502,158279.70058850775
1503,279049.8168148408
1504,239179.8948727458
1505,220088.81125336856
1506,207138.48975403805
1507,228893.2117716737
1508,198361.70244369644
1509,164798.47296510532
1510,148712.17352402152
1511,133400.9092463294
1512,170210.01291147736
1513,164880.97503098525
1514,145310.6190643416
1515,187828.15534893336
1516,148943.95179816557
1517,158979.3185773217
1518,114978.20764530427
1519,210531.01092031389
1520,133432.35480390058
1521,115572.81618159963
1522,178781.50727261242
1523,96118.73517008882
1524,127767.46436692111
1525,108011.33164965955
1526,92002.73424979427
1527,98775.27824657556
1528,143439.82707857748
1529,152984.22066220955
1530,223561.3967289499
1531,122468.39470565738
1532,100787.62790016044
1533,154818.73795507156
1534,129550.47352310334
1535,133265.08073323598
1536,115925.1969056679
1537,44591.806435394625
1538,168127.68980513804
1539,205569.43273604073
1540,112654.3240543009
1541,149141.78558844788
1542,139369.57202475087
1543,186002.88829567493
1544,85717.07695183804
1545,122362.09392853756
1546,146152.292869849
1547,123120.0255423839
1548,150719.4389826954
1549,133208.71491679788
1550,137283.5453384752
1551,105822.4099459002
1552,154955.97642160975
1553,160520.79666336736
1554,117962.83218614338
1555,132862.83908995206
1556,94870.70166270062
1557,104187.55269828881
1558,112324.71567442163
1559,97532.72479848942
1560,120380.09515525377
1561,144509.272095397
1562,138751.8833964974
1563,121686.41204314667
1564,152673.6335440476
1565,137230.33526691468
1566,240555.49985701474
1567,68636.0546363744
1568,231535.511376863
1569,117268.20045078406
1570,142937.83076200413
1571,96825.01504578127
1572,138301.77824845002
1573,219620.53526916436
1574,143978.59508106054
1575,226493.94817021082
1576,246756.29768367135
1577,191852.9853471382
1578,150788.95062059298
1579,130742.80927207763
1580,201368.9377241725
1581,173029.1788971799
1582,140838.49690890324
1583,260433.99761029298
1584,214283.37972029514
1585,149298.53322115616
1586,71278.0878970392
1587,108960.4216424693
1588,155953.4958935408
1589,104688.2841085805
1590,124397.99336158007
1591,84731.96450464439
1592,128967.71428859077
1593,154670.25484968943
1594,154841.3211333247
1595,105614.54855075158
1596,212303.09203787497
1597,204066.87762329634
1598,215980.41713420599
1599,183922.59529135714
1600,172003.10445248953
1601,45664.910551177105
1602,133915.87940879032
