Id,SalePrice
1461,130167.75
1462,152853.5
1463,177023.36
1464,183033.8333333333
1465,195743.5
1466,185830.2
1467,166923.9
1468,174502.59333333335
1469,178919.79
1470,120203.49
1471,198536.915
1472,91707.71
1473,104427.71
1474,153319.74
1475,139865.16666666666
1476,373279.63
1477,254695.09
1478,309123.93
1479,284383.63
1480,426446.17
1481,320921.38
1482,203843.5
1483,174733.72
1484,177582.19
1485,173634.81
1486,196295.3
1487,364641.33
1488,246428.94
1489,212709.35
1490,198899.15
1491,187900.2
1492,99064.85
1493,183648.64
1494,313171.18
1495,313424.17
1496,216529.42
1497,188432.1
1498,154347.17
1499,153995.21
1500,159228.79
1501,171833.36666666667
1502,161825.52
1503,283953.14
1504,233838.78
1505,216185.75
1506,183604.0
1507,228008.12
1508,198107.15666666668
1509,166131.45
1510,149230.5
1511,148825.8
1512,171385.55
1513,163026.94
1514,166648.14
1515,179898.74
1516,164569.18666666665
1517,150326.75
1518,137981.74
1519,214761.4
1520,131810.05
1521,144717.58
1522,167008.0
1523,116874.29
1524,120950.34
1525,131925.8538095238
1526,130124.13
1527,106535.14
1528,129727.66666666666
1529,142388.53
1530,162457.0
1531,127214.8
1532,107669.125
1533,145492.0
1534,117413.885
1535,151766.68
1536,115582.47666666665
1537,76012.8
1538,185201.92
1539,246194.38
1540,122552.02
1541,154197.09
1542,151727.34
1543,208775.37
1544,79757.37
1545,106261.24153846155
1546,128370.77
1547,142528.04
1548,137688.93
1549,115594.1
1550,144254.89
1551,117846.3
1552,142673.39
1553,146823.13
1554,114032.9
1555,165469.2
1556,96295.58
1557,131260.52
1558,94937.28
1559,128762.66
1560,147371.97
1561,152981.9
1562,127563.00396825398
1563,127863.0
1564,151958.87
1565,150977.17
1566,199462.36
1567,77777.47
1568,225302.32
1569,143103.54
1570,131337.68666666665
1571,130792.51
1572,144475.5
1573,220436.63
1574,134403.36
1575,194004.0
1576,217048.22
1577,207629.64666666664
1578,156295.39
1579,142404.3
1580,187529.375
1581,141164.16666666666
1582,130250.49614870509
1583,316786.56
1584,238462.77
1585,139730.62
1586,71981.08
1587,106806.33714285714
1588,150719.09
1589,103634.52
1590,136856.42466666666
1591,105898.83
1592,126664.82
1593,122818.963
1594,136076.6
1595,122590.81
1596,227715.2
1597,166571.02
1598,188230.88
1599,231713.58
1600,193036.19
1601,76645.66
1602,116746.76
1603,103090.47666666668
1604,249359.21
1605,259076.57
1606,163421.5
1607,176709.2
1608,212036.83
1609,201639.75
1610,162050.27
1611,144753.49
1612,155445.5
1613,154457.7
1614,124765.85
1615,88245.0
1616,84984.0
1617,87780.86
1618,127508.95833333331
1619,134128.6
1620,163640.37
1621,135257.29857142858
1622,151742.68
1623,255570.32
1624,212584.46
1625,135242.58
1626,168273.77
1627,185777.18333333332
1628,306967.36
1629,174067.88
1630,302361.43
1631,217477.09
1632,247176.07
1633,170020.08
1634,181548.4
1635,177368.35
1636,159503.85
1637,171410.5
1638,209817.35
1639,180742.1
1640,239428.31
1641,184207.35
1642,220060.25
1643,225835.93
1644,224999.49
1645,175657.66
1646,153049.0
1647,162327.20714285714
1648,135835.68
1649,133853.08
1650,124133.05
1651,123667.77466666666
1652,91405.71
1653,96960.54
1654,159948.93
1655,152891.62714285715
1656,151952.44
1657,157861.18
1658,155508.44
1659,144316.45
1660,142139.93
1661,435125.82
1662,377457.19
1663,368832.38
1664,419955.61
1665,311259.4
1666,309809.6
1667,365342.6
1668,339226.57
1669,320323.88
1670,350407.21
1671,264486.4
1672,413908.76
1673,298388.88
1674,254710.67
1675,188581.5
1676,191097.5
1677,214940.8
1678,425842.79
1679,362427.2
1680,300176.65
1681,251699.03
1682,295585.77
1683,183763.61
1684,170315.29
1685,174704.66166666668
1686,172231.49
1687,169842.47
1688,186217.80833333332
1689,189024.7383333333
1690,178382.85
1691,173364.08
1692,280842.84
1693,171072.82
1694,182151.21666666665
1695,169277.2
1696,260089.77
1697,170703.23
1698,350598.87
1699,343322.61
1700,244818.32
1701,265855.68
1702,253440.3
1703,251405.94
1704,286086.82
1705,222253.02
1706,399021.49
1707,217498.71
1708,218167.79
1709,287949.98
1710,219216.56
1711,263758.08
1712,238612.7
1713,245784.33
1714,217799.69
1715,200972.5
1716,176543.26
1717,158509.53
1718,130784.65
1719,206295.45
1720,256486.91
1721,163942.61
1722,119912.25
1723,151454.42
1724,211671.31
1725,226536.0
1726,191023.65
1727,165728.5
1728,186294.925
1729,162544.4
1730,169515.92
1731,125531.94666666666
1732,130733.47
1733,127292.0
1734,131255.66666666666
1735,127444.51666666668
1736,118788.52166666667
1737,354478.52
1738,200742.31
1739,265140.73
1740,194435.08
1741,173434.34
1742,174158.36666666667
1743,178709.5
1744,294614.31
1745,231785.3
1746,257570.02
1747,208238.7
1748,214076.2
1749,156284.37
1750,146167.2
1751,218569.75
1752,126584.56860902255
1753,152720.3
1754,208769.83
1755,162706.82
1756,124459.09
1757,121246.82292063494
1758,137809.42
1759,159776.27
1760,153596.59
1761,154590.37
1762,170411.02
1763,167780.95
1764,119124.51800000001
1765,180959.22
1766,170901.94
1767,207926.0
1768,137167.0
1769,156114.45
1770,142544.875
1771,135841.75
1772,143991.53
1773,136955.67
1774,142066.24
1775,132594.3
1776,122357.26
1777,117276.38714285714
1778,130555.5
1779,116791.55
1780,173844.7
1781,128624.66666666666
1782,96634.5838095238
1783,129709.82
1784,94545.08
1785,118095.57
1786,149518.82
1787,169228.75
1788,63247.15
1789,98605.26
1790,90292.98
1791,190276.98
1792,154773.6
1793,145507.27
1794,144808.6
1795,136310.29
1796,125688.93
1797,125755.32714285715
1798,125305.75
1799,117600.825
1800,124540.46
1801,132825.94
1802,160108.6383333333
1803,159819.27333333335
1804,141751.27
1805,134085.5
1806,118423.38
1807,142649.48
1808,117635.9
1809,127597.4
1810,148747.84
1811,120910.13
1812,121252.52
1813,120497.10714285714
1814,104192.125
1815,66154.21
1816,104247.5
1817,129436.55
1818,138626.57
1819,117724.95
1820,81390.5
1821,129507.5
1822,155573.0
1823,61786.68
1824,133971.62
1825,140326.95
1826,106581.96
1827,111244.08153846154
1828,135698.71
1829,116192.72
1830,147533.0
1831,171141.0
1832,123759.72
1833,147471.66
1834,135298.16
1835,161103.37
1836,138595.42
1837,104699.465
1838,140111.35
1839,87158.165
1840,158411.33
1841,148882.83
1842,96628.94
1843,139744.76666666666
1844,133720.62
1845,146628.84
1846,155977.6
1847,149613.89
1848,59815.66
1849,122593.9
1850,130713.5
1851,155564.57
1852,126284.33333333331
1853,135980.89
1854,169102.37714285712
1855,152971.32
1856,220154.18
1857,152943.58
1858,146209.28
1859,128506.64
1860,148490.64
1861,128506.64
1862,262739.02
1863,262772.17
1864,262772.17
1865,335424.45
1866,335652.21
1867,243573.36
1868,274270.04
1869,199915.95333333337
1870,247656.16
1871,255706.58
1872,171599.76
1873,213588.82
1874,138759.995
1875,202946.105
1876,195780.06666666665
1877,204191.6383333333
1878,209347.43
1879,130952.26666666666
1880,135599.08
1881,237901.4
1882,258376.11
1883,196193.17
1884,215397.17
1885,246656.59
1886,274730.32
1887,194058.44047619047
1888,271494.69
1889,163049.14
1890,132102.17
1891,143632.45
1892,112986.16111111111
1893,139418.0
1894,131522.09
1895,149481.0
1896,121983.65714285715
1897,115400.0
1898,109049.38
1899,131771.16153846154
1900,141764.35
1901,161220.3
1902,146405.59
1903,213692.23
1904,132760.75
1905,182851.52
1906,148439.5
1907,195570.68
1908,117256.07
1909,143487.33
1910,133777.3
1911,199707.8
1912,266024.36
1913,151005.23
1914,69801.3
1915,253249.57
1916,72846.41
1917,274039.9
1918,137087.3
1919,158964.3
1920,155522.67
1921,390179.58
1922,340142.47
1923,200429.02
1924,233313.16
1925,234669.81
1926,373637.53
1927,136739.4583333333
1928,162423.51
1929,131144.2
1930,128696.85
1931,140299.0
1932,134826.6666666667
1933,169776.12
1934,177109.73333333337
1935,174269.79
1936,188642.16666666663
1937,180417.42666666667
1938,162679.395
1939,242587.73
1940,197805.8
1941,176805.18333333335
1942,188787.75
1943,197256.47
1944,321882.75
1945,370787.73
1946,160623.45
1947,297215.64
1948,168042.27
1949,239140.1
1950,173089.70714285714
1951,278357.32
1952,236192.55
1953,163752.18
1954,201120.0
1955,131131.205037594
1956,272960.26
1957,163396.78
1958,332827.7
1959,150187.15
1960,112977.84
1961,125519.63
1962,94222.0
1963,105529.83
1964,115626.25
1965,154989.44
1966,152111.62714285715
1967,289676.15
1968,382405.64
1969,368393.69
1970,404166.12
1971,423823.07
1972,347895.77
1973,283608.46
1974,321819.98
1975,436496.42
1976,270515.0
1977,334367.44
1978,358679.16
1979,331186.8
1980,189288.94714285713
1981,348493.29
1982,227050.58
1983,219066.88
1984,176245.99666666667
1985,200418.57
1986,191946.15
1987,190852.95
1988,179098.44333333333
1989,183535.63
1990,216377.35
1991,215088.04
1992,212104.56
1993,169066.98
1994,233221.8
1995,183515.975
1996,252576.25
1997,326173.44
1998,330464.02
1999,247179.95
2000,307485.32
2001,273958.65
2002,231961.2
2003,255920.3
2004,270279.57
2005,221894.05
2006,225732.82
2007,250880.17
2008,210029.64
2009,191668.8128205128
2010,189245.94615384616
2011,135896.41
2012,180575.6666666667
2013,182877.6128205128
2014,188739.0494871795
2015,198695.46163003662
2016,192987.16666666663
2017,196833.95
2018,124823.73
2019,132980.825
2020,125240.45714285715
2021,116669.65428571429
2022,172622.38166666668
2023,151287.91
2024,235208.48
2025,326976.46
2026,182801.51428571428
2027,152488.63
2028,156905.8
2029,172550.36666666667
2030,274678.32
2031,241884.46
2032,264224.1
2033,263799.68
2034,164490.65
2035,203487.33
2036,184059.0
2037,186181.78
2038,282805.66
2039,206031.4
2040,388829.5
2041,271379.48
2042,193643.87
2043,168312.53333333335
2044,179065.7
2045,211956.51
2046,143593.66
2047,150825.3
2048,134169.9861111111
2049,146093.38
2050,173232.95
2051,106588.72714285714
2052,138284.05
2053,136961.66666666666
2054,87393.37
2055,162073.0
2056,125149.83
2057,127250.33333333331
2058,223739.38
2059,133171.84
2060,163806.44
2061,178497.74
2062,138195.3
2063,117128.86
2064,138747.46
2065,117339.28714285715
2066,178503.04
2067,138691.28
2068,142923.69
2069,84936.43
2070,110576.54166666669
2071,91665.47
2072,135837.85
2073,139845.525
2074,176141.50714285712
2075,145710.25
2076,124920.37380952381
2077,145779.75
2078,131685.24666666667
2079,136380.928
2080,122274.93800000001
2081,127726.49047619049
2082,137256.95
2083,151984.75
2084,113579.3934761905
2085,130414.125
2086,123511.27
2087,117331.88333333335
2088,104045.75
2089,96171.5
2090,140919.86
2091,126212.97
2092,142911.34
2093,139055.25
2094,134022.0
2095,148901.25
2096,89235.4
2097,96921.255
2098,146453.57
2099,62198.37
2100,124313.41
2101,133016.71
2102,142424.82
2103,106821.91666666669
2104,133067.55
2105,134876.51
2106,82509.47
2107,203637.34
2108,119747.54
2109,114205.01
2110,125088.97789473685
2111,154277.68
2112,138851.1
2113,114151.29166666669
2114,109493.8
2115,152911.92
2116,115570.62166666667
2117,152783.73
2118,119648.56153846154
2119,111859.02153846154
2120,114212.88
2121,96957.33
2122,102935.95800000001
2123,84299.97
2124,184748.34
2125,135380.52
2126,172520.53666666665
2127,156458.97
2128,135662.36
2129,109487.97300000001
2130,149732.7
2131,158683.13
2132,115227.54
2133,119075.22
2134,123714.69
2135,108515.21
2136,89455.12
2137,116874.0
2138,135754.185
2139,155573.95
2140,136380.54166666666
2141,134087.1
2142,130026.3
2143,144805.87
2144,122441.63
2145,135291.16666666666
2146,155361.87
2147,155149.72
2148,126184.91666666669
2149,133320.8
2150,211539.4
2151,126097.13
2152,173946.22
2153,155441.0
2154,108108.5
2155,130051.01285714285
2156,229066.12
2157,230762.12
2158,232573.35
2159,221272.35
2160,169613.71
2161,253360.73
2162,408459.31
2163,349488.9
2164,255926.72
2165,178365.73333333337
2166,143925.84
2167,199422.875
2168,206904.75
2169,194231.89496336997
2170,221062.29
2171,143848.06
2172,132925.54
2173,157900.44
2174,235539.67
2175,330539.09
2176,306639.58
2177,238992.05
2178,220807.3
2179,145326.02
2180,188226.6
2181,188529.88333333333
2182,221307.0
2183,196293.17666666664
2184,139433.995
2185,125197.44
2186,143908.08
2187,148325.61
2188,157131.92
2189,176856.97
2190,89171.21
2191,92175.26
2192,91847.62
2193,96856.93
2194,99798.0
2195,112250.79
2196,111477.45
2197,115539.29
2198,153839.4
2199,168839.74
2200,140110.9
2201,132944.69
2202,191279.0
2203,161278.54
2204,174704.38
2205,111195.03666666667
2206,131906.25
2207,253497.06
2208,230965.98
2209,185227.38
2210,125461.72
2211,112714.625
2212,116438.25653846154
2213,104742.96153846155
2214,146645.43
2215,104548.07666666668
2216,145428.0
2217,68914.61
2218,96126.98
2219,77872.22
2220,81865.15
2221,258819.2
2222,227887.3
2223,261186.56
2224,214199.66
2225,145264.68
2226,178449.9
2227,190496.05
2228,276427.29
2229,234673.37
2230,163117.09
2231,209055.24
2232,182216.1
2233,170999.0
2234,235122.34
2235,202415.87
2236,254844.91
2237,321973.31
2238,203482.43
2239,118453.87
2240,161954.92
2241,143302.5
2242,133243.0
2243,138908.55
2244,93524.33
2245,92071.33
2246,137920.75
2247,103246.0
2248,126600.66666666666
2249,127835.16666666666
2250,135362.86666666667
2251,134219.39
2252,176851.5
2253,161078.82
2254,175925.08666666667
2255,185474.15
2256,180322.38333333333
2257,200546.61
2258,170759.54
2259,176024.45
2260,150823.84
2261,182896.03333333333
2262,198586.56
2263,324051.97
2264,436413.95
2265,173500.9
2266,281096.12
2267,313741.43
2268,404882.53
2269,157898.9
2270,181941.8
2271,221794.82
2272,199235.7
2273,161822.0
2274,173652.49615384615
2275,164677.28
2276,177692.5
2277,182526.2
2278,153474.6
2279,118665.13119047618
2280,111108.51
2281,170384.7
2282,172899.19
